track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,popularity
Peaches (from The Super Mario Bros. Movie),Jack Black,1,2023,4,7,34,0,68216992.0,0,0,0,0,0,-1.0855307244134782,A#,Minor,0.24460040501196834,-0.43093622471076864,-2.070969044560698,2.0684427153352347,-0.19150181181757883,-0.6033365105138819,-0.541818858633084,0
Marisola - Remix,"Duki, NICKI NICOLE, Cris Mj, Standly, Stars Music Chile",5,2022,12,15,1845,16,223582566.0,20,8,30,2,0,-0.9790396122324974,C#,Major,0.6533251773459602,0.882274561975607,1.4058303036977113,-0.36655946854042126,-0.19150181181757883,-0.8248706004700815,-0.541818858633084,1
LOKERA,"Brray, Rauw Alejandro, Lyanno",3,2022,7,25,3301,30,471819764.0,72,64,64,6,3,-0.7305603504768755,B,Minor,1.062049949679952,0.2892116260527277,1.157487493107825,-0.20946255345166928,-0.19150181181757883,-0.6033365105138819,-0.541818858633084,1
Numb,Linkin Park,1,2003,3,24,20111,5,1361425037.0,39,0,"7,341",0,0,-0.4465840513275934,A,Major,-1.185936298157003,-1.1510840754742648,1.3437446010502399,-1.0342213576676174,-0.19150181181757883,3.384277108697711,-0.6396989092517682,2
on the street (with J. Cole),"j-hope, J. Cole",2,2023,3,3,615,2,116599790.0,22,82,8,0,9,-1.0145366496261576,B,Minor,0.040238018844972426,1.263529306497458,1.0954017904603535,1.0473127672583467,-0.19150181181757883,-0.6771812071659484,0.24122154631638965,0
One Thing At A Time,Morgan Wallen,1,2022,12,2,811,4,148469433.0,11,58,5,0,21,0.689321145269535,G,Major,-0.436607548878018,1.7295073275797204,1.6541731142875977,-1.0342213576676174,-0.19150181181757883,0.5781786359191826,-0.7375789598704523,0
Miss You,"Robin Schulz, Oliver Tree",2,2022,8,5,5730,10,497225336.0,108,16,197,3,165,0.7958122574505159,F#,Minor,-0.5728491396560152,-1.3205306285950875,0.5987161692805807,-0.9949471288954292,-0.19150181181757883,-0.23411302725354927,-0.541818858633084,1
Ainï¿½ï¿½ï¿½t Tha,Morgan Wallen,1,2023,3,3,356,4,88791109.0,4,20,0,0,0,-0.05611663999733047,F#,Minor,-0.2322451627110221,0.6704663705745787,0.9712303851654103,-1.0342213576676174,-0.19150181181757883,1.316625602439848,-0.7375789598704523,0
Thinkinï¿½ï¿½ï¿½ B,Morgan Wallen,1,2023,3,3,604,6,125917280.0,22,101,0,0,66,0.6183270704822145,D#,Minor,-0.09600357193302485,-0.3462129481503573,0.7228875745755239,0.8902158521695948,-0.19150181181757883,-0.4556471172097489,-0.7375789598704523,0
Private Landing (feat. Justin Bieber & Future),"Don Toliver, Future, Justin Bieber",3,2023,2,23,1190,0,105062254.0,29,3,18,0,19,0.5118359583012337,C#,Minor,1.1301707450689507,-0.30385130987015163,0.16411625074827954,-0.7200275274901133,-0.19150181181757883,-0.5294918138618154,-0.4439388080143997,0
Everything I Love,Morgan Wallen,1,2023,1,31,579,0,95623148.0,11,54,0,0,103,-0.659566275689555,G#,Major,-0.7772115258230112,0.882274561975607,1.2816588984027681,-1.0342213576676174,-0.19150181181757883,-0.23411302725354927,-0.7375789598704523,0
Heaven,Niall Horan,1,2023,2,17,1553,2,144584800.0,61,6,48,0,150,-1.0855307244134782,F,Major,-0.7090907304340126,0.7128280088547844,0.7228875745755239,-0.7593017562623013,-0.19150181181757883,1.0950915124836482,-0.7375789598704523,0
LET GO,Central Cee,1,2022,12,15,2301,20,298063749.0,49,23,110,0,8,0.8313092948441761,D,Minor,0.4489627911789642,-0.0073198419087119725,-1.2017692074960955,2.343362316740551,-0.19150181181757883,0.20895515265884992,2.6882228117834948,1
Sial,Mahalini,1,2023,1,23,134,4,166570053.0,4,6,0,0,23,-0.09161367739099073,D,Major,-0.7772115258230112,-1.3205306285950875,-1.3259406127910387,2.461185003057115,-0.19150181181757883,-0.4556471172097489,-0.6396989092517682,1
I Wrote The Book,Morgan Wallen,1,2023,1,31,430,0,83021468.0,15,17,0,0,0,0.7603152200568556,D,Major,0.040238018844972426,1.3482525830578693,1.0333160878128818,-0.6807532987179253,-0.19150181181757883,-0.751025903818015,-0.6396989092517682,0
"Apna Bana Le (From ""Bhediya"")","Arijit Singh, Sachin-Jigar",2,2022,11,5,86,0,139836056.0,11,101,0,0,48,-1.0145366496261576,A,Major,-0.5728491396560152,-0.30385130987015163,-0.518826478373908,2.107716944107423,-0.19150181181757883,-0.898715297122148,-0.7375789598704523,0
SPIT IN MY FACE!,ThxSoMch,1,2022,10,31,629,14,303216294.0,32,3,9,0,0,-1.0145366496261576,G#,Major,0.3808419957899656,0.5857430940141674,0.9091446825179387,-0.8378502138066773,0.03662297423080704,-0.5294918138618154,-0.4439388080143997,1
PLAYA DEL INGLï¿½,"Myke Towers, Quevedo",2,2022,12,15,1701,15,221409663.0,30,15,34,2,47,-0.3400929391466126,G,Minor,0.7895667681239574,0.628104732294373,0.5987161692805807,-0.7200275274901133,-0.19150181181757883,-0.5294918138618154,-0.541818858633084,1
Man Made A Bar (feat. Eric Church),"Morgan Wallen, Eric Church",2,2023,3,3,329,0,58890931.0,14,35,1,0,0,0.9023033696314966,E,Major,-1.185936298157003,-0.0920431184691233,0.7228875745755239,-0.5629306124013613,-0.19150181181757883,-0.4556471172097489,-0.7375789598704523,0
Red Ruby Da Sleeze,Nicki Minaj,1,2023,3,3,1168,0,81419389.0,45,11,20,0,21,-0.8725485000515165,C#,Major,0.17647960962296969,-0.9392758840732366,0.5366304666331091,-0.5629306124013613,-0.19150181181757883,-0.5294918138618154,1.5136622043592842,0
Kahani Suno 2.0,Kaifi Khalil,1,2022,5,31,162,6,156777415.0,1,10,1,0,1,0.6183270704822145,B,Major,-0.6409699350450139,-1.0663607989138537,-1.6363691260283968,2.5397334606014907,-0.19150181181757883,-0.6033365105138819,-0.6396989092517682,1
Nobody Gets Me,SZA,1,2022,12,9,2536,6,284908316.0,59,100,58,13,2,-0.801554425264196,G,Major,-2.1396274336029837,-0.9816375223534423,-2.2572261525031125,2.146991172879611,-0.19150181181757883,-0.012578937297349671,-0.7375789598704523,1
PERO Tï¿,"Karol G, Quevedo",2,2023,2,23,387,11,93438910.0,11,15,14,3,1,0.6183270704822145,F#,Major,1.266412335846948,0.7128280088547844,0.9091446825179387,0.49747356444771473,-0.19150181181757883,-0.5294918138618154,1.8073023562153367,0
Hype Boy,NewJeans,1,2022,8,1,892,17,363472647.0,20,119,12,2,7,-0.801554425264196,E,Minor,-0.5728491396560152,1.136444391656841,1.8404302222300126,0.026182819181458712,-0.19150181181757883,0.7997127258753822,1.2200220525032317,1
Bloody Mary,Lady Gaga,1,2011,1,1,3909,0,372476382.0,66,26,277,3,734,-0.801554425264196,A,Minor,-0.5728491396560152,-0.0920431184691233,0.03994484545333635,-0.9556729001232412,-0.19150181181757883,-0.3818024205576823,-0.7375789598704523,1
ýýý98 Braves,Morgan Wallen,1,2023,3,3,282,0,56533272.0,6,15,0,0,0,0.689321145269535,D,Major,-1.2540570935460016,-0.13440475674932897,0.16411625074827954,-0.6414790699457373,-0.19150181181757883,0.5781786359191826,-0.7375789598704523,0
WANDA,Quevedo,1,2023,1,20,888,22,175399345.0,11,24,7,1,7,1.896220416653984,E,Minor,0.31272120040096696,1.898953880700543,-0.08422655984160685,-0.052365638362917286,-0.19150181181757883,0.20895515265884992,-0.34605875739571557,1
Thought You Should Know,Morgan Wallen,1,2022,5,6,968,4,203221468.0,16,53,1,0,61,0.6183270704822145,F#,Major,-0.9815739119900071,-0.0073198419087119725,0.3503733586906943,0.8902158521695948,-0.19150181181757883,-0.3079577239056158,-0.7375789598704523,1
In The End,Linkin Park,1,2000,10,24,25065,6,1624165576.0,63,0,"6,808",2,0,-0.6240692382958947,D#,Minor,-0.8453323212120099,-0.4732978629909743,1.5920874116401262,-0.9949471288954292,-0.19150181181757883,1.0212468158315817,-0.4439388080143997,2
Zona De Perigo,Leo Santana,1,2022,12,8,531,4,134294498.0,20,1,71,2,0,0.4408418835139132,F,Major,0.9258083589019547,1.9413155189807487,0.7849732772229955,1.911345800246483,-0.19150181181757883,1.2427809057877814,-0.7375789598704523,0
Lovezinho,Treyce,1,2022,7,28,242,0,70069745.0,12,2,13,0,4,0.19236262175829136,E,Minor,0.9939291542909533,0.41629654089334467,-0.3325693704314932,0.1440055054980227,-0.19150181181757883,-0.4556471172097489,-0.6396989092517682,0
I Like You (A Happier Song) (with Doja Cat),"Post Malone, Doja Cat",2,2022,6,3,5281,14,609293408.0,94,21,80,15,38,-0.7660573878705357,F,Major,0.4489627911789642,-0.3462129481503573,0.2882876560432227,-0.5629306124013613,-0.19150181181757883,-0.4556471172097489,-0.34605875739571557,1
Neverita,Bad Bunny,1,2022,5,6,2590,30,671365962.0,20,64,35,6,0,-0.020619602603670212,A#,Major,1.4026539266249451,-0.3462129481503573,-0.8913406942587375,-0.7593017562623013,-0.19150181181757883,-0.3079577239056158,-0.541818858633084,1
Sem Alianï¿½ï¿½a no ,"MC Xenon, Os Gemeos da Putaria",2,2022,12,23,454,4,93587665.0,6,1,21,0,1,-1.4050040609564205,C#,Major,-0.9815739119900071,-0.4732978629909743,-1.76054053132334,1.832797342702107,-0.19150181181757883,-0.5294918138618154,2.1988225586900736,0
Enemy (with JID) - from the series Arcane League of Legends,"Imagine Dragons, League of Legends, JID, Arcane",4,2021,9,3,6180,7,1223481149.0,122,88,580,21,10,-1.617986285318382,B,Minor,0.31272120040096696,0.3315732643329333,0.7228875745755239,-0.09163986713510529,-0.19150181181757883,1.7596937823522472,1.7094223055966526,2
Revenge,XXXTENTACION,1,2017,8,25,3600,11,1022258230.0,7,0,203,0,2,0.6183270704822145,B,Minor,0.5170835865679628,-1.4052539051554989,-2.4434832604455274,2.029168486563047,-0.19150181181757883,-0.5294918138618154,1.5136622043592842,2
Bombonzinho - Ao Vivo,"Israel & Rodolffo, Ana Castela",2,2022,11,3,1254,6,263453310.0,26,69,73,2,6,1.2572737435680992,C#,Major,-0.16412436732202348,0.882274561975607,1.902515924877484,0.18327973427021071,-0.19150181181757883,5.451928614955574,-0.541818858633084,1
LA CANCIï¿½,"J Balvin, Bad Bunny",2,2019,6,28,6398,31,1435127549.0,177,109,305,3,5,1.896220416653984,G,Major,0.5170835865679628,-0.3462129481503573,0.03994484545333635,-0.44510792608479727,-0.19150181181757883,-0.5294918138618154,2.1009425080713893,2
Quï¿½ï¿½ Ago,"Yuridia, Angela Aguilar",2,2022,10,20,660,15,236857112.0,19,59,18,5,52,-0.8725485000515165,B,Major,0.3808419957899656,1.5600607744588977,-0.4567407757264364,1.1651354535749108,-0.19150181181757883,-0.9725599937742146,-0.8354590104891365,1
Love Again,The Kid Laroi,1,2023,1,27,1283,0,147538971.0,57,4,48,0,0,-0.5530751635085741,B,Minor,-0.09600357193302485,-0.17676639502953465,-1.5121977207334536,1.7935231139299188,-0.19150181181757883,-0.5294918138618154,-0.7375789598704523,0
After Hours,The Weeknd,1,2020,2,19,8084,6,698086140.0,45,115,218,1,221,-0.4820810887212536,F,Minor,-0.09600357193302485,-1.4899771817159102,-0.4567407757264364,-0.6414790699457373,-0.0774394187933859,-0.4556471172097489,-0.7375789598704523,2
About Damn Time,Lizzo,1,2022,7,15,2332,2,723894473.0,0,0,25,0,0,-0.4820810887212536,A#,Minor,1.1301707450689507,0.882274561975607,0.5987161692805807,-0.6414790699457373,-0.19150181181757883,1.168936209135715,-0.34605875739571557,2
ýýýýýýýýýýýýýýýýýýýýý,Fujii Kaze,1,2020,5,20,685,14,403097450.0,24,94,9,0,23,1.2572737435680992,F#,Minor,-0.5047283442670166,0.03504179637149369,0.7228875745755239,-0.36655946854042126,-0.19150181181757883,0.06126575935471686,-0.541818858633084,1
Besos Moja2,"Wisin & Yandel, ROSALï¿½",2,2022,9,29,2460,13,309483971.0,53,7,56,3,1,-1.0145366496261576,F,Minor,0.4489627911789642,0.5433814557339617,0.5366304666331091,-0.7985759850344893,-0.19150181181757883,-0.6033365105138819,-0.4439388080143997,1
Maan Meri Jaan,King,1,2022,10,12,288,6,319566866.0,11,80,1,0,8,-0.9435425748388371,F#,Minor,0.17647960962296969,-0.4732978629909743,-0.8292549916112659,0.3403766493589627,-0.19150181181757883,-0.6033365105138819,-0.6396989092517682,1
Moscow Mule,Bad Bunny,1,2022,5,6,4572,33,909001996.0,74,113,85,9,2,-0.801554425264196,F,Minor,0.857687563512956,-0.9392758840732366,0.16411625074827954,0.10473127672583471,-0.19150181181757883,-0.4556471172097489,-0.7375789598704523,2
My Universe,"Coldplay, BTS",2,2021,9,24,6127,13,1061966512.0,0,0,0,0,0,-0.6240692382958947,A,Major,-0.6409699350450139,-0.388574586430563,0.22620195339575114,-0.9949471288954292,-0.19150181181757883,-0.3079577239056158,-0.6396989092517682,2
LLYLM,ROSALï¿½,1,2023,1,27,1838,0,124988687.0,105,41,114,1,59,1.6832381922920223,F#,Minor,-0.7772115258230112,0.20448834949231634,-0.08422655984160685,-0.5236563836291733,-0.19150181181757883,0.06126575935471686,1.6115422549779685,0
TRUSTFALL,P!nk,1,2023,1,27,2098,16,134255790.0,88,24,101,7,451,-0.020619602603670212,G#,Major,-0.2322451627110221,-1.1087224371940592,1.5300017089926545,-1.0342213576676174,-0.19150181181757883,-0.23411302725354927,-0.15029865615834714,0
ANTIFRAGILE,LE SSERAFIM,1,2022,10,17,761,12,301051721.0,23,95,11,0,3,-0.6240692382958947,A#,Minor,1.4026539266249451,1.3058909447776637,0.9712303851654103,-0.7200275274901133,-0.19150181181757883,-0.5294918138618154,-0.24817870677703135,1
Boy's a liar,PinkPantheress,1,2022,11,30,1225,0,156338624.0,27,0,28,13,0,0.3698478087265927,F,Major,-0.09600357193302485,0.9669978385360183,1.2195731957552967,-0.052365638362917286,-0.19150181181757883,0.20895515265884992,-0.6396989092517682,1
Shirt,SZA,1,2022,10,28,3469,0,309653982.0,71,95,31,0,2,-0.09161367739099073,D#,Minor,0.9939291542909533,0.1621267112121107,-1.2017692074960955,-0.44510792608479727,0.15068536725499998,-0.6771812071659484,-0.05241860553966295,1
Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,Rihanna,1,2022,10,28,3311,0,297328960.0,129,31,212,1,41,1.9317174540476443,A,Major,-2.888956182881969,-1.4476155434357045,-2.1330547472081696,2.500459231829303,-0.19150181181757883,-0.3818024205576823,-0.7375789598704523,1
STAR WALKIN' (League of Legends Worlds Anthem),Lil Nas X,1,2022,9,22,2616,0,332506354.0,113,17,208,0,192,0.689321145269535,D,Minor,-0.2322451627110221,-0.8545526075128252,0.4745447639856375,-0.44510792608479727,-0.19150181181757883,-0.6771812071659484,-0.541818858633084,1
"Sex, Drugs, Etc.",Beach Weather,1,2016,11,4,3006,16,480507035.0,47,60,87,12,124,0.7603152200568556,E,Minor,-0.7090907304340126,-0.17676639502953465,1.2195731957552967,-0.9949471288954292,-0.0774394187933859,2.4981407488729124,-0.6396989092517682,1
Boy With Luv (feat. Halsey),"Halsey, BTS",2,2019,4,12,4260,0,1065580332.0,113,92,259,0,1,-0.09161367739099073,B,Minor,-0.16412436732202348,1.2211676682172523,1.3437446010502399,-0.6807532987179253,-0.19150181181757883,0.06126575935471686,-0.05241860553966295,2
"Hey, Mickey!",Baby Tate,1,2016,9,27,482,0,122763672.0,9,1,12,4,3,0.4408418835139132,D,Major,1.6751371081809396,0.9246362002558126,-0.8292549916112659,1.1258612248027227,-0.19150181181757883,-0.23411302725354927,-0.4439388080143997,0
Jhoome Jo Pathaan,"Arijit Singh, Vishal Dadlani, Sukriti Kakar, Vishal-Shekhar, Shekhar Ravjiani, Kumaar",6,2022,12,22,138,4,1365184.0,13,78,2,0,0,-0.6240692382958947,G,Major,0.9939291542909533,0.45865817917355034,0.5987161692805807,-0.6414790699457373,-0.19150181181757883,1.0950915124836482,-0.34605875739571557,0
Escapism. - Sped Up,"RAYE, 070 Shake",2,2022,11,25,1368,0,184308753.0,12,1,11,0,8,-0.5175781261149139,F#,Minor,-1.5946610704909947,-0.5580211395513857,0.7849732772229955,-0.6807532987179253,-0.19150181181757883,-0.6771812071659484,0.9263819006471791,1
Te Felicito,"Shakira, Rauw Alejandro",2,2022,4,21,4796,9,606361689.0,124,66,212,13,1,1.8252263418666634,F,Major,0.17647960962296969,0.246849987772522,-0.022140857194135246,-0.13091409590729328,-0.19150181181757883,-0.751025903818015,2.1009425080713893,1
Muï¿½ï¿½,"Steve Aoki, Tini, La Joaqui",3,2023,1,12,658,6,120972253.0,33,7,53,2,0,-1.1565247992007985,A#,Minor,0.040238018844972426,1.3482525830578693,0.4124590613381659,-0.9163986713510532,-0.19150181181757883,0.9474021191795152,-0.24817870677703135,0
TV,Billie Eilish,1,2022,7,21,3009,2,338564981.0,68,89,65,0,25,0.6538241078758747,E,Minor,-1.7990234566579908,-1.78650864967735,-2.4434832604455274,2.264813859196175,-0.0774394187933859,-0.3079577239056158,-0.6396989092517682,1
I'm Not The Only One,Sam Smith,1,2014,1,1,17492,3,1606986953.0,136,24,"1,959",0,30,-1.4405010983500808,F,Major,0.040238018844972426,-0.04968148018891764,-0.9534263969062091,1.1651354535749108,-0.19150181181757883,-0.751025903818015,-0.6396989092517682,2
Heather,Conan Gray,1,2020,3,20,6170,7,1301799902.0,82,1,231,0,2,-1.0855307244134782,F,Major,-1.3902986843239988,-1.1087224371940592,-1.3259406127910387,1.4007808262080388,-0.19150181181757883,1.0212468158315817,-0.7375789598704523,2
"Besharam Rang (From ""Pathaan"")","Vishal-Shekhar, Shilpa Rao, Caralisa Monteiro, Kumaar, Vishal Dadlani, Shekhar Ravjiani",6,2022,12,12,130,4,140187018.0,21,79,2,0,0,-0.23360182696563178,G#,Minor,0.6533251773459602,0.5857430940141674,0.9712303851654103,-0.7985759850344893,-0.19150181181757883,-0.23411302725354927,-0.6396989092517682,0
Sugar Rush Ride,TOMORROW X TOGETHER,1,2023,1,27,359,0,107642809.0,12,56,13,0,13,0.08587150957731057,A#,Minor,0.24460040501196834,1.3482525830578693,1.5300017089926545,-0.9949471288954292,-0.19150181181757883,-0.0864236339494162,-0.15029865615834714,0
WAIT FOR U (feat. Drake & Tems),"Drake, Future, Tems",3,2022,4,27,5491,14,556585270.0,128,84,75,0,35,-1.4050040609564205,C#,Major,-1.4584194797129975,-0.7274676926722082,-0.022140857194135246,0.18327973427021071,-0.19150181181757883,-0.8248706004700815,2.296702609308758,1
Don't Start Now,Dua Lipa,1,2019,10,31,27119,0,2303033973.0,532,77,"1,535",3,8,0.050374472183650314,B,Minor,0.7895667681239574,0.7128280088547844,0.9091446825179387,-0.9949471288954292,-0.19150181181757883,-0.6033365105138819,-0.24817870677703135,2
After Dark,Mr.Kitty,1,2014,8,8,1776,14,646886885.0,1,9,3,0,0,0.6183270704822145,G#,Major,-0.6409699350450139,-1.9983168410783783,-0.2704836677840216,-0.7593017562623013,4.485056302174331,-0.751025903818015,-0.7375789598704523,1
MIDDLE OF THE NIGHT,Elley Duhï¿,1,2020,1,10,4057,8,872137015.0,78,21,240,1,52,2.2511907905905866,E,Minor,-1.7990234566579908,-1.78650864967735,-0.20839796513655004,-0.9556729001232412,-0.19150181181757883,-0.4556471172097489,-0.541818858633084,2
Atlantis,Seafret,1,2015,4,22,3045,6,571386359.0,43,53,134,1,32,1.5412500427173814,G#,Minor,-1.8671442520469894,-1.1934457137544705,-1.0155120995536808,-0.8378502138066773,-0.19150181181757883,-0.4556471172097489,-0.7375789598704523,1
Evoque Prata,"DJ Escobar, MC MENOR SG, MC MENOR HR",3,2022,9,9,852,0,174006928.0,14,1,50,0,0,-1.2630159113817794,G,Major,1.3345331312359465,0.03504179637149369,-0.7671692889637944,0.18327973427021071,-0.19150181181757883,0.7258680292233156,1.3179021031219158,1
How Do I Say Goodbye,Dean Lewis,1,2022,8,5,2163,15,284785823.0,72,97,58,0,154,-1.4405010983500808,G#,Major,-1.8671442520469894,-0.51565950127118,-0.022140857194135246,-0.20946255345166928,-0.19150181181757883,-0.8248706004700815,-0.34605875739571557,1
Blind,SZA,1,2022,12,9,1484,0,163284000.0,22,51,12,0,0,-0.3045959017529523,A,Minor,-1.4584194797129975,0.373934902613139,-2.2572261525031125,2.5397334606014907,-0.19150181181757883,0.20895515265884992,-0.6396989092517682,1
Die For You,Joji,1,2022,11,4,1703,0,246390068.0,38,45,36,16,0,0.9023033696314966,G#,Major,-1.3902986843239988,-1.5323388199961159,-0.7671692889637944,0.45819933567552673,1.2913092974969294,0.7997127258753822,-0.541818858633084,1
Doja,Central Cee,1,2022,7,20,4169,44,482257456.0,57,44,183,1,11,0.6183270704822145,F#,Major,1.607016312791941,1.9413155189807487,-0.4567407757264364,0.45819933567552673,-0.19150181181757883,1.6120043890481142,1.8073023562153367,1
Gatita,Bellakath,1,2022,10,3,1054,0,168684524.0,9,0,15,0,1,-0.7660573878705357,G,Major,1.5388955174029424,1.0517211150964296,1.0333160878128818,-0.44510792608479727,2.5459956207630516,1.0950915124836482,-0.4439388080143997,1
Rumble,"Skrillex, Flowdan, Fred again..",3,2022,1,17,2849,0,78489819.0,39,45,27,0,1,0.6183270704822145,C#,Minor,0.9258083589019547,-1.913593564517967,1.2195731957552967,-0.8378502138066773,2.431933227738859,-0.898715297122148,-0.4439388080143997,0
Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],"Travis Scott, 21 Savage, Metro Boomin",3,2022,12,2,1602,0,195516622.0,12,22,12,0,2,-1.227518873988119,G,Minor,-1.2540570935460016,-1.1510840754742648,0.10203054810080794,-0.2880110109960453,-0.19150181181757883,-0.012578937297349671,1.8073023562153367,1
